round_shots,474,359,294,175,93,83,89,98,86
round_queries,474,1077,3234,9275,14973,40753,133411,446782,3659558
round_k,1,5,26,80,245,749,2279,6901,21276
round_shots,632,330,108,171,104,109,227,97,82,13
round_queries,632,990,1188,5643,12376,40439,253105,324465,826642,1213745
round_k,1,5,16,59,185,557,1672,5040,15478,46682
round_shots,652,449,245,343,221,91,81,157,182,9
round_queries,652,1347,2695,12005,24089,29757,81567,489683,1714622,771723
round_k,1,5,17,54,163,503,1559,4710,14285,42873
round_shots,479,402,203,183,93,94,92,143,73,8
round_queries,479,1206,2233,8235,12741,39010,116012,544973,841325,841352
round_k,1,5,22,68,207,630,1905,5762,17388,52584
round_shots,616,269,129,109,94,107,172,135,117,10
round_queries,616,807,1419,3597,9682,33063,159788,378135,1005615,837070
round_k,1,5,16,51,154,464,1400,4297,13158,41853
round_shots,495,264,118,117,109,108,107,149,97,12
round_queries,495,792,1298,3861,11227,34884,105395,443275,865725,990636
round_k,1,5,16,51,161,492,1487,4462,13507,41276
round_shots,538,319,263,130,197,92,71,180,179,4
round_queries,538,957,2893,6370,31717,45908,107423,822420,2453553,509100
round_k,1,5,24,80,249,756,2284,6853,20780,63637
round_shots,739,351,322,124,137,83,88,63,60,4
round_queries,739,1053,3542,6572,22605,41583,134904,298179,854460,519380
round_k,1,5,26,82,250,766,2366,7120,21381,64922
round_shots,642,287,203,136,96,86,80,66,65,8
round_queries,642,861,2233,6120,13536,36378,102480,254298,753805,857048
round_k,1,5,22,70,211,640,1926,5798,17728,53565
round_shots,554,516,207,202,148,121,72,60,54,4
round_queries,554,1548,2277,9090,22348,55539,104328,261060,704862,485316
round_k,1,5,22,75,229,724,2175,6526,19644,60664
round_shots,484,446,188,117,107,82,73,70,56,12
round_queries,484,1338,2068,4797,13161,31078,83001,240310,585928,1156788
round_k,1,5,20,61,189,568,1716,5231,15941,48199
round_shots,463,343,115,139,143,105,78,86,83,8
round_queries,463,1029,1265,4587,15873,37485,85098,282682,828091,758648
round_k,1,5,16,55,178,545,1643,4988,15303,47415
round_shots,357,426,179,153,117,180,140,71,86,12
round_queries,357,1278,1969,5049,13455,62460,147700,227413,831878,1064148
round_k,1,5,16,57,173,527,1601,4836,14771,44339
round_shots,490,250,121,138,90,92,72,64,55,8
round_queries,490,750,1331,4554,9810,30084,71496,190656,491535,654472
round_k,1,5,16,54,163,496,1489,4468,13405,40904
round_shots,397,312,166,116,135,101,89,67,88,4
round_queries,397,936,1826,4292,16065,36259,97633,220899,888712,371772
round_k,1,5,18,59,179,548,1648,5049,15490,46471
round_shots,414,344,112,109,109,96,178,87,146,5
round_queries,414,1032,1232,3597,11227,31392,184586,271353,1372838,434275
round_k,1,5,16,51,163,518,1559,4701,14310,43427
round_shots,452,573,134,130,108,92,74,65,95,12
round_queries,452,1719,1474,4290,11556,31556,78662,207545,914185,1065396
round_k,1,5,16,53,171,531,1596,4811,14749,44391
round_shots,585,312,185,203,109,97,169,82,54,3
round_queries,585,936,2035,7917,13407,38897,211081,307254,610038,310989
round_k,1,5,19,61,200,624,1873,5648,17153,51831
round_shots,595,304,222,145,116,162,108,62,56,3
round_queries,595,912,2442,6235,15196,63990,131004,227106,616616,310143
round_k,1,5,21,65,197,606,1831,5505,16633,51690
round_shots,522,419,129,167,110,84,78,89,60,8
round_queries,522,1257,1419,5511,13090,30828,85878,294679,612780,746088
round_k,1,5,16,59,183,550,1655,5106,15492,46630
round_shots,468,245,136,136,101,87,72,67,91,6
round_queries,468,735,1496,5032,12221,32277,82296,229743,949767,577782
round_k,1,5,18,60,185,571,1714,5218,16049,48148
round_shots,425,546,315,231,180,100,74,76,84,16
round_queries,425,1638,3465,8085,18900,32900,73482,226404,755580,1312368
round_k,1,5,17,52,164,496,1489,4497,13576,41011
round_shots,479,284,163,141,100,98,131,85,56,8
round_queries,479,852,1793,4653,10500,30870,124581,249475,498456,644632
round_k,1,5,16,52,157,475,1467,4450,13389,40289
round_shots,522,404,165,111,107,86,83,64,67,13
round_queries,522,1212,1815,4107,11877,28982,84577,201408,637505,1118793
round_k,1,5,18,55,168,509,1573,4757,14308,43030
round_shots,414,317,132,166,103,113,77,66,57,8
round_queries,414,951,1452,5478,12257,40341,82621,217338,569487,736392
round_k,1,5,16,59,178,536,1646,4995,15227,46024
round_shots,479,481,163,108,160,94,75,83,59,4
round_queries,479,1443,1793,3996,18400,34310,83325,278797,600089,372460
round_k,1,5,18,57,182,555,1679,5085,15407,46557
round_shots,374,437,151,129,215,80,141,76,111,13
round_queries,374,1311,1661,4773,25155,28880,152703,251484,1109001,1218685
round_k,1,5,18,58,180,541,1654,4995,15003,46872
round_shots,374,245,163,140,124,93,106,66,54,3
round_queries,374,735,1793,5180,15996,37851,130486,246774,607554,311223
round_k,1,5,18,64,203,615,1869,5625,16987,51870
round_shots,408,554,290,128,100,83,123,59,33
round_queries,408,1662,3190,6784,17700,46563,211191,304735,1534005
round_k,1,5,26,88,280,858,2582,7747,23242
round_shots,642,453,300,266,267,103,101,80,65,13
round_queries,642,1359,3300,9310,28035,34711,102717,246960,604565,1111669
round_k,1,5,17,52,168,508,1543,4650,14103,42756
round_shots,543,244,108,132,146,87,83,65,57,11
round_queries,543,732,1188,4356,16206,29493,86237,203255,541101,947111
round_k,1,5,16,55,169,519,1563,4746,14284,43050
round_shots,357,618,344,163,94,84,116,61,44
round_queries,357,1854,3784,9291,16262,44268,185948,293959,1923636
round_k,1,5,28,86,263,801,2409,7256,21859
round_shots,402,378,108,132,107,98,74,64,63,15
round_queries,402,1134,1188,4356,10593,30282,71410,185280,547155,1177125
round_k,1,5,16,49,154,482,1447,4342,13054,39237
round_shots,257,395,132,112,99,90,74,67,66,12
round_queries,257,1185,1452,3696,10197,28530,71410,195439,584166,989604
round_k,1,5,16,51,158,482,1458,4425,13430,41233
round_shots,569,377,166,113,105,90,170,65,54,12
round_queries,569,1131,1826,4181,11655,31230,179010,211055,529578,1061268
round_k,1,5,18,55,173,526,1623,4903,14712,44219
round_shots,527,260,177,134,107,88,78,65,72,9
round_queries,527,780,1947,4422,12091,30712,82290,206245,686376,800001
round_k,1,5,16,56,174,527,1586,4766,14500,44444
round_shots,346,336,129,145,236,162,76,76,70,9
round_queries,346,1008,1419,4785,23836,50382,71668,216980,600950,704619
round_k,1,5,16,50,155,471,1427,4292,12904,39145
round_shots,601,404,116,166,236,177,115,164,80,6
round_queries,601,1212,1276,5478,23836,55047,108905,473468,694320,476598
round_k,1,5,16,50,155,473,1443,4339,13197,39716
round_shots,511,573,121,132,174,112,123,66,95,4
round_queries,511,1719,1331,4356,19314,38416,126813,208230,911525,365756
round_k,1,5,16,55,171,515,1577,4797,14669,45719
round_shots,419,388,228,130,132,105,71,81,182,10
round_queries,419,1164,2508,5850,18084,43365,88111,301887,2039310,1008450
round_k,1,5,22,68,206,620,1863,5602,16807,50422
round_shots,363,297,116,147,103,105,78,83,159,4
round_queries,363,891,1276,4851,11639,36435,83070,267675,1545003,361572
round_k,1,5,16,56,173,532,1612,4858,15049,45196
round_shots,329,244,189,148,110,163,129,89,79,19
round_queries,329,732,2079,4884,11550,52323,125001,259791,696227,1531419
round_k,1,5,16,52,160,484,1459,4406,13433,40300
round_shots,739,514,246,112,92,114,83,66,53,10
round_queries,739,1542,2706,5040,12420,46626,104497,252582,612839,1052090
round_k,1,5,22,67,204,629,1913,5781,17357,52604
round_shots,522,406,207,140,104,84,77,69,84
round_queries,522,1218,2277,6300,15912,41076,115885,316089,3567732
round_k,1,5,22,76,244,752,2290,6948,21236
round_shots,698,244,160,131,174,122,74,98,88,3
round_queries,698,732,1760,4847,21750,46970,87246,353486,971960,302613
round_k,1,5,18,62,192,589,1803,5522,16567,50435
round_shots,548,461,171,183,116,218,152,84,81,8
round_queries,548,1383,1881,7503,14500,85238,182856,308028,900477,837208
round_k,1,5,20,62,195,601,1833,5558,16742,52325
round_shots,402,319,121,118,106,85,83,68,75,5
round_queries,402,957,1331,3894,10918,27455,80759,200940,669525,412835
round_k,1,5,16,51,161,486,1477,4463,13457,41283
round_shots,708,275,144,108,279,180,83,93,60,13
round_queries,708,825,1584,3996,32085,62820,89889,305133,591780,1177007
round_k,1,5,18,57,174,541,1640,4931,14905,45269
round_shots,357,501,339,360,187,133,127,61,42
round_queries,357,1503,3729,20520,32725,71687,205359,296521,1853502
round_k,1,5,28,87,269,808,2430,7334,22065
round_shots,734,479,179,207,131,95,106,134,78,4
round_queries,734,1437,1969,8487,18733,42655,148506,578746,1010646,476164
round_k,1,5,20,71,224,700,2159,6478,19802,59520
round_shots,352,363,167,219,100,92,150,80,80,8
round_queries,352,1089,1837,8979,13500,37260,190350,307120,926480,852312
round_k,1,5,20,67,202,634,1919,5790,17456,53269
round_shots,386,351,137,132,109,85,128,204,120,4
round_queries,386,1053,1507,4356,12099,29155,134528,649740,1198440,377820
round_k,1,5,16,55,171,525,1592,4993,15474,47227
round_shots,601,316,159,140,98,84,80,66,55,10
round_queries,601,948,1749,5180,11466,30156,86160,218262,553685,928730
round_k,1,5,18,58,179,538,1653,5033,15263,46436
round_shots,408,430,145,139,108,93,77,65,56,14
round_queries,408,1290,1595,5143,12204,32643,81851,208975,545048,1238650
round_k,1,5,18,56,175,531,1607,4866,14634,44237
round_shots,463,440,121,149,98,91,122,100,66,12
round_queries,463,1320,1331,4917,11270,31395,128466,327900,649638,1082964
round_k,1,5,16,57,172,526,1639,4921,14804,45123
round_shots,554,488,202,103,97,83,77,142,56,6
round_queries,554,1464,2222,4223,11931,31291,87395,499414,590856,573654
round_k,1,5,20,61,188,567,1758,5275,15905,47804
round_shots,642,447,189,105,101,85,75,65,78,6
round_queries,642,1341,2079,4305,12423,32895,87675,231595,838422,589518
round_k,1,5,20,61,193,584,1781,5374,16148,49126
round_shots,527,316,142,113,128,248,95,70,69,12
round_queries,527,948,1562,4181,14208,87544,105925,235830,700005,1121412
round_k,1,5,18,55,176,557,1684,5072,15433,46725
round_shots,522,489,134,122,105,82,93,66,108,12
round_queries,522,1467,1474,4026,11235,27306,92907,200838,1001484,1059036
round_k,1,5,16,53,166,499,1521,4636,13940,44126
round_shots,369,303,153,108,109,201,215,67,64,16
round_queries,369,909,1683,3564,10791,61707,201025,191151,548288,1244432
round_k,1,5,16,49,153,467,1426,4283,12875,38888
round_shots,595,251,160,106,111,122,76,65,71,8
round_queries,595,753,1760,3922,12321,42334,79268,205335,676559,721256
round_k,1,5,18,55,173,521,1579,4764,14429,45078
round_shots,511,687,185,118,90,84,74,137,68,7
round_queries,511,2061,2035,4838,11790,33012,89170,495255,744532,705397
round_k,1,5,20,65,196,602,1807,5474,16658,50385
round_shots,585,391,210,132,215,201,264,140,73,5
round_queries,585,1173,2310,5940,30315,87837,356136,566580,903229,582385
round_k,1,5,22,70,218,674,2023,6186,18780,58238
round_shots,501,244,134,109,95,183,135,66,57,16
round_queries,501,732,1474,3597,9785,57279,128655,189750,492081,1250256
round_k,1,5,16,51,156,476,1437,4316,13012,39070
round_shots,621,563,298,123,91,81,87,102,42
round_queries,621,1689,3278,6519,16107,43011,139287,490518,1972278
round_k,1,5,26,88,265,800,2404,7530,23479
round_shots,474,464,168,140,98,96,77,62,54,3
round_queries,474,1392,1848,5740,13818,42720,103257,250170,653670,335667
round_k,1,5,20,70,222,670,2017,6052,18444,55944
round_shots,616,297,112,118,117,275,108,67,79,10
round_queries,616,891,1232,3894,12051,88825,114156,213797,760691,900390
round_k,1,5,16,51,161,528,1595,4814,14707,45019
round_shots,844,412,251,131,118,95,74,64,101,3
round_queries,844,1236,2761,6419,18526,47025,110630,289728,1375923,373563
round_k,1,5,24,78,247,747,2263,6811,20620,62260
round_shots,436,622,203,125,122,87,74,73,54,5
round_queries,436,1866,2233,5625,17202,38889,100862,302293,679158,581715
round_k,1,5,22,70,223,681,2070,6288,19241,58171
round_shots,637,618,247,137,96,103,72,70,101
round_queries,637,1854,2717,6713,16224,54487,116280,346010,4527729
round_k,1,5,24,84,264,807,2471,7471,22414
round_shots,647,500,229,103,98,89,100,68,56,7
round_queries,647,1500,2519,4635,13230,36401,124100,255340,638792,740019
round_k,1,5,22,67,204,620,1877,5703,17301,52858
round_shots,527,285,132,138,118,86,72,76,59,5
round_queries,527,855,1452,4554,12390,28466,72792,230508,544275,430865
round_k,1,5,16,52,165,505,1516,4612,13872,43086
round_shots,601,416,120,168,113,88,86,73,60,6
round_queries,601,1248,1320,5544,13447,32296,98470,252215,625380,566706
round_k,1,5,16,59,183,572,1727,5211,15692,47225
round_shots,652,307,138,131,117,142,75,82,66,7
round_queries,652,921,1518,4847,14625,54102,86175,285934,696366,691957
round_k,1,5,18,62,190,574,1743,5275,15913,49425
round_shots,647,261,147,141,110,104,99,69,55,3
round_queries,647,783,1617,5217,14190,41704,119295,254127,615725,304245
round_k,1,5,18,64,200,602,1841,5597,16902,50707
round_shots,287,390,160,121,273,227,72,136,56,14
round_queries,287,1170,1760,3993,29211,73775,71208,403512,511224,1178198
round_k,1,5,16,53,162,494,1483,4564,13823,42078
round_shots,391,582,120,153,93,87,79,71,68,13
round_queries,391,1746,1320,5049,10323,29319,80975,219177,630428,1110447
round_k,1,5,16,55,168,512,1543,4635,13920,42709
round_shots,447,634,168,98,106,88,99,118,92,3
round_queries,447,1902,1848,4018,13038,33704,113751,425390,1001236,297003
round_k,1,5,20,61,191,574,1802,5441,16342,49500
round_shots,673,365,138,116,181,133,126,72,58,16
round_queries,673,1095,1518,3828,17919,40831,118566,207144,505470,1286928
round_k,1,5,16,49,153,470,1438,4357,13268,40216
round_shots,414,302,124,119,106,100,79,66,86,4
round_queries,414,906,1364,3927,10918,31900,76867,197538,773742,350436
round_k,1,5,16,51,159,486,1496,4498,13744,43804
round_shots,468,605,142,144,173,92,75,74,62,14
round_queries,468,1815,1562,5328,19549,33028,81675,245606,623286,1288826
round_k,1,5,18,56,179,544,1659,5026,15291,46029
round_shots,463,493,168,120,106,89,86,72,54,3
round_queries,463,1479,1848,4920,13886,36401,106726,270936,615546,308979
round_k,1,5,20,65,204,620,1881,5699,17154,51496
round_shots,683,306,273,123,202,94,81,91,100,3
round_queries,683,918,3003,6027,30906,44650,115425,391573,1298300,365529
round_k,1,5,24,76,237,712,2151,6491,19505,60921
round_shots,506,443,167,140,100,112,88,66,60,3
round_queries,506,1329,1837,5740,14500,50064,122760,286374,796380,364713
round_k,1,5,20,72,223,697,2169,6636,20038,60785
round_shots,479,368,203,137,96,126,100,70,53,5
round_queries,479,1104,2233,6165,13152,52290,125100,264390,602769,537505
round_k,1,5,22,68,207,625,1888,5686,17098,53750
round_shots,495,296,128,111,104,89,98,118,65,11
round_queries,495,888,1408,3663,10296,27145,91042,334294,561665,856581
round_k,1,5,16,49,152,464,1416,4320,12964,38935
round_shots,357,830,164,382,123,86,88,67,71,4
round_queries,357,2490,1804,13370,13407,30186,93720,214467,687919,353524
round_k,1,5,17,54,175,532,1600,4844,14666,44190
round_shots,548,654,210,120,110,108,94,180,96,4
round_queries,548,1962,2310,5400,15730,51732,135078,786780,1258848,477788
round_k,1,5,22,71,239,718,2185,6556,19897,59723
round_shots,386,445,120,102,108,122,79,66,57,20
round_queries,386,1335,1320,3366,10692,37454,72917,183678,477375,1516020
round_k,1,5,16,49,153,461,1391,4187,12624,37900
round_shots,397,339,177,140,107,95,153,108,76,9
round_queries,397,1017,1947,4620,12519,34675,169371,364284,786980,874665
round_k,1,5,16,58,182,553,1686,5177,15898,48592
round_shots,414,290,168,135,195,89,97,102,63,3
round_queries,414,870,1848,5535,24375,34265,115915,368118,687141,298197
round_k,1,5,20,62,192,597,1804,5453,16363,49699
round_shots,380,406,174,146,111,169,98,86,68,12
round_queries,380,1218,1914,4818,11211,53235,97314,264106,626484,1018164
round_k,1,5,16,50,157,496,1535,4606,14031,42423
round_shots,425,298,128,166,106,99,87,63,54,7
round_queries,425,894,1408,5478,12614,37125,100659,226233,584550,689647
round_k,1,5,16,59,187,578,1795,5412,16302,49260
round_shots,463,390,212,125,191,135,74,94,159,8
round_queries,463,1170,2332,5625,28077,61695,102194,395834,2012463,940552
round_k,1,5,22,73,228,690,2105,6328,19043,58784
round_shots,363,288,206,130,112,82,72,65,105,9
round_queries,363,864,2266,5850,15344,35014,92520,253955,1245195,1040949
round_k,1,5,22,68,213,642,1953,5929,19029,57830
round_shots,452,325,167,128,108,130,100,64,58,8
round_queries,452,975,1837,5248,14364,53690,124500,239040,659286,842216
round_k,1,5,20,66,206,622,1867,5683,17295,52638
round_shots,374,348,226,127,291,120,77,76,55,3
round_queries,374,1044,2486,5715,44523,55080,109725,324900,705375,351831
round_k,1,5,22,76,229,712,2137,6412,19529,58638
round_shots,543,247,136,100,117,97,124,110,58,7
round_queries,543,741,1496,3700,12987,32495,129332,345950,563818,613907
round_k,1,5,18,55,167,521,1572,4860,14599,43850
round_shots,402,282,163,141,102,105,194,94,58,16
round_queries,402,846,1793,4653,10302,32655,181390,266678,494566,1252112
round_k,1,5,16,50,155,467,1418,4263,12915,39128
round_shots,447,326,176,100,103,86,73,64,63,10
round_queries,447,978,1936,4100,12669,33626,88111,232000,693315,1006470
round_k,1,5,20,61,195,603,1812,5502,16774,50323
round_shots,447,512,339,125,119,99,143,67,47
round_queries,447,1536,3729,7125,22491,58905,256113,366021,2341869
round_k,1,5,28,94,297,895,2731,8290,24913
round_shots,532,285,113,141,92,105,75,73,57,15
round_queries,532,855,1243,4653,10396,35595,77475,226519,532209,1273245
round_k,1,5,16,56,169,516,1551,4668,14133,42441
round_shots,490,332,113,121,108,87,80,73,57,12
round_queries,490,996,1243,3993,11556,29493,82800,230899,553527,1061532
round_k,1,5,16,53,169,517,1581,4855,14678,44230
round_shots,708,328,145,155,101,83,83,65,54,3
round_queries,708,984,1595,5735,13231,34113,104497,250445,633042,319887
round_k,1,5,18,65,205,629,1926,5861,17771,53314
round_shots,511,459,138,121,142,90,80,67,79,10
round_queries,511,1377,1518,3993,15194,29070,78640,197851,702231,832010
round_k,1,5,16,53,161,491,1476,4444,13354,41600
round_shots,657,472,168,133,100,96,74,67,69,5
round_queries,657,1416,1848,4921,11100,32352,75258,206159,637905,418765
round_k,1,5,18,55,168,508,1538,4622,13927,41876
round_shots,657,358,137,113,111,149,88,172,58,8
round_queries,657,1074,1507,4181,12321,52001,95832,573620,580290,726360
round_k,1,5,18,55,174,544,1667,5002,15077,45397
round_shots,474,594,154,109,128,129,137,125,56,10
round_queries,474,1782,1694,4033,14720,47601,158509,445375,615944,1008210
round_k,1,5,18,57,184,578,1781,5499,16803,50410
round_shots,380,247,131,136,169,86,77,82,197,4
round_queries,380,741,1441,4488,18759,30358,83237,271994,1965075,378884
round_k,1,5,16,55,176,540,1658,4987,15576,47360
round_shots,340,431,126,136,95,89,93,119,71,5
round_queries,340,1293,1386,4488,10545,29637,94023,364259,665057,429525
round_k,1,5,16,55,166,505,1530,4683,14088,42952
round_shots,441,399,113,153,101,99,74,62,77,12
round_queries,441,1197,1243,5049,11615,35937,83694,211730,788865,1149588
round_k,1,5,16,57,181,565,1707,5122,15785,47899
round_shots,441,270,135,145,136,210,118,65,58,6
round_queries,441,810,1485,4785,14824,72870,128502,215345,578550,544734
round_k,1,5,16,54,173,544,1656,4987,15111,45394
round_shots,452,318,194,114,112,99,73,64,60,3
round_queries,452,954,2134,4902,14896,40689,93367,246976,696780,315867
round_k,1,5,21,66,205,639,1929,5806,17431,52644
round_shots,647,244,183,136,96,80,158,61,116,6
round_queries,647,732,2013,5576,13344,34000,201450,234423,1337364,653142
round_k,1,5,20,69,212,637,1921,5764,17474,54428
round_shots,369,288,138,188,110,97,81,65,55,11
round_queries,369,864,1518,6204,11550,31913,83187,201305,515735,937937
round_k,1,5,16,52,164,513,1548,4688,14194,42633
round_shots,397,501,141,105,112,85,73,65,107,4
round_queries,397,1503,1551,3885,12432,29325,77161,206375,1035439,350804
round_k,1,5,18,55,172,528,1587,4838,14547,43850
round_shots,311,312,118,108,134,200,92,64,157,6
round_queries,311,936,1298,3564,13266,59800,83260,179264,1319271,464154
round_k,1,5,16,49,149,452,1400,4201,12832,38679
round_shots,363,247,192,109,104,90,88,69,55,3
round_queries,363,741,2112,4469,12792,34470,102168,240741,585145,309513
round_k,1,5,20,61,191,580,1744,5319,16222,51585
round_shots,595,477,197,134,103,197,83,70,58,3
round_queries,595,1431,2167,5494,14317,84907,107319,272230,685038,326283
round_k,1,5,20,69,215,646,1944,5905,17988,54380
round_shots,380,317,171,126,102,86,77,69,54,7
round_queries,380,951,1881,5166,13566,35174,95095,257991,608850,728875
round_k,1,5,20,66,204,617,1869,5637,17076,52062
round_shots,564,377,123,121,133,104,77,122,73,13
round_queries,564,1131,1353,3993,14231,35464,78925,380030,688317,1118065
round_k,1,5,16,53,170,512,1557,4714,14242,43002
round_shots,436,402,184,185,147,121,76,63,54,6
round_queries,436,1206,2024,7215,17493,45133,86564,216153,557766,564162
round_k,1,5,19,59,186,569,1715,5164,15493,47013
round_shots,569,280,135,128,125,97,80,65,73,5
round_queries,569,840,1485,4224,13125,32107,81680,201045,679265,435335
round_k,1,5,16,52,165,510,1546,4652,14027,43533
round_shots,414,338,110,153,112,91,88,71,54,7
round_queries,414,1014,1210,5049,12432,31759,93720,232809,537462,628173
round_k,1,5,16,55,174,532,1639,4976,14929,44869
round_shots,642,419,166,189,109,91,80,65,55,8
round_queries,642,1257,1826,6993,12753,33943,90960,224965,575025,764856
round_k,1,5,18,58,186,568,1730,5227,15825,47803
round_shots,698,276,168,107,102,85,76,74,57,13
round_queries,698,828,1848,3531,10098,26775,71820,211122,493221,1033305
round_k,1,5,16,49,157,472,1426,4326,13047,39742
round_shots,452,635,301,224,102,81,82,60,42
round_queries,452,1905,3311,11872,17850,43497,134562,295740,1881810
round_k,1,5,26,87,268,820,2464,7393,22402
round_shots,397,461,134,150,117,114,74,78,57,6
round_queries,397,1383,1474,4950,13455,40014,81326,259194,575529,564438
round_k,1,5,16,57,175,549,1661,5048,15376,47036
round_shots,369,352,203,126,106,83,78,108,114,4
round_queries,369,1056,2233,5670,15794,38263,108498,457812,1472766,483860
round_k,1,5,22,74,230,695,2119,6459,19952,60482
round_shots,595,326,168,135,100,87,136,68,66,3
round_queries,595,978,1848,5535,13500,37497,178840,281180,825594,340227
round_k,1,5,20,67,215,657,2067,6254,18839,56704
round_shots,957,690,172,138,119,88,79,181,138,8
round_queries,957,2070,1892,4830,12733,30712,83977,580829,1388970,749704
round_k,1,5,17,53,174,531,1604,5032,15097,46856
round_shots,703,472,322,122,101,93,72,102,179,5
round_queries,703,1416,3542,4270,10605,30039,70632,300186,1582181,413765
round_k,1,5,17,52,161,490,1471,4419,13439,41376
round_shots,559,287,168,108,105,84,87,99,62,4
round_queries,559,861,1848,4428,12915,31836,99267,339471,646226,388596
round_k,1,5,20,61,189,570,1714,5211,15743,48574
round_shots,425,581,257,128,101,78,75,66,42
round_queries,425,1743,2827,6272,16665,40326,116325,315546,1842330
round_k,1,5,24,82,258,775,2390,7179,21932
round_shots,479,372,180,138,117,82,85,79,53,8
round_queries,479,1116,1980,5658,16263,35014,108885,305177,619093,848824
round_k,1,5,20,69,213,640,1931,5840,17609,53051
round_shots,1122,509,186,135,131,83,100,66,55,5
round_queries,1122,1527,2046,5535,18995,36271,131100,265122,664895,555515
round_k,1,5,20,72,218,655,2008,6044,18338,55551
round_shots,317,474,108,122,113,91,123,68,54,4
round_queries,317,1422,1188,4026,12091,30303,127059,215356,518886,352716
round_k,1,5,16,53,166,516,1583,4804,14450,44089
round_shots,673,247,206,125,100,103,77,112,122,3
round_queries,673,741,2266,5625,14100,44805,100639,444080,1452410,344733
round_k,1,5,22,70,217,653,1982,5952,18704,57455
round_shots,642,424,176,127,96,85,97,65,55,5
round_queries,642,1272,1936,5207,12384,33235,114557,233545,600985,497645
round_k,1,5,20,64,195,590,1796,5463,16519,49764
round_shots,352,293,108,135,115,96,74,125,61,4
round_queries,352,879,1188,4455,12995,35424,82362,417375,624335,377500
round_k,1,5,16,56,184,556,1669,5117,15481,47187
round_shots,678,250,136,217,105,83,77,64,56,5
round_queries,678,750,1496,8029,12915,31623,89397,226112,604520,496535
round_k,1,5,18,61,190,580,1766,5397,16419,49653
round_shots,463,302,123,147,141,92,82,76,56,14
round_queries,463,906,1353,4851,15369,30268,83558,233092,516152,1165738
round_k,1,5,16,54,164,509,1533,4608,13838,41633
round_shots,479,406,118,122,107,214,85,71,58,17
round_queries,479,1218,1298,4026,10593,66126,79475,204409,506746,1393269
round_k,1,5,16,49,154,467,1439,4368,13347,40978
round_shots,794,405,137,100,118,102,113,93,64,8
round_queries,794,1215,1507,3300,11682,31926,106785,270351,559424,642152
round_k,1,5,16,49,156,472,1453,4370,13336,40134
round_shots,764,489,200,137,95,103,91,62,64,6
round_queries,764,1467,2200,5617,13395,44393,117845,242358,752192,660978
round_k,1,5,20,70,215,647,1954,5876,17923,55081
round_shots,538,388,191,166,177,121,85,74,58,5
round_queries,538,1164,2101,6806,22833,49247,106845,279794,672858,534435
round_k,1,5,20,64,203,628,1890,5800,17577,53443
round_shots,414,250,108,111,100,157,76,68,69,5
round_queries,414,750,1188,3663,10300,48513,70452,192100,589605,403385
round_k,1,5,16,51,154,463,1412,4272,13060,40338
round_shots,538,557,116,188,114,82,78,71,84,4
round_queries,538,1671,1276,6204,14022,31078,88998,244311,875028,390364
round_k,1,5,16,61,189,570,1720,5208,16081,48795
round_shots,430,293,159,144,113,228,142,86,54,7
round_queries,430,879,1749,5328,14577,88692,171394,312438,597186,716583
round_k,1,5,18,64,194,603,1816,5529,16704,51184
round_shots,490,389,118,161,203,102,77,64,56,15
round_queries,490,1167,1298,5313,20503,32130,77693,198208,521528,1275045
round_k,1,5,16,50,157,504,1548,4656,14069,42501
round_shots,611,422,118,169,117,88,120,130,112,10
round_queries,611,1266,1298,5577,13923,31592,130200,427310,1119888,944050
round_k,1,5,16,59,179,542,1643,4999,15055,47202
round_shots,522,461,170,114,96,96,76,96,60,9
round_queries,522,1383,1870,4674,12576,38496,92948,356832,680220,930681
round_k,1,5,20,65,200,611,1858,5668,17177,51704
round_shots,293,261,110,130,207,131,101,70,63,5
round_queries,293,783,1210,4290,21321,42313,99889,211190,572481,409785
round_k,1,5,16,51,161,494,1508,4543,13651,40978
round_shots,484,288,138,139,115,139,127,115,140,12
round_queries,484,864,1518,4587,12765,48233,132969,363055,1327340,1051812
round_k,1,5,16,55,173,523,1578,4740,14567,43825
round_shots,543,350,116,137,106,123,81,74,182,5
round_queries,543,1050,1276,4521,11342,40467,83673,233766,1734642,435645
round_k,1,5,16,53,164,516,1579,4765,14521,43564
round_shots,391,750,271,133,101,78,70,62,56,4
round_queries,391,2250,2981,6517,16665,39858,107310,285138,773864,504348
round_k,1,5,24,82,255,766,2299,6909,21014,63043
round_shots,226,324,108,124,113,90,76,67,75,14
round_queries,226,972,1188,4092,11187,27630,69996,189543,637875,1125502
round_k,1,5,16,49,153,460,1414,4252,12842,40196
round_shots,441,307,137,116,129,105,100,66,54,12
round_queries,441,921,1507,4292,15351,37695,107900,213774,526770,1065900
round_k,1,5,18,59,179,539,1619,4877,14645,44412
round_shots,479,326,154,137,180,94,99,66,62,10
round_queries,479,978,1694,4521,20340,32430,103455,209418,598114,902930
round_k,1,5,16,56,172,522,1586,4823,14819,45146
round_shots,749,339,116,166,100,95,113,106,104,6
round_queries,749,1017,1276,5478,11900,35625,131193,369834,1106456,587178
round_k,1,5,16,59,187,580,1744,5319,16195,48931
round_shots,511,417,193,243,104,107,132,77,57,7
round_queries,511,1251,2123,8505,10920,34989,129756,230153,516819,600873
round_k,1,5,17,52,163,491,1494,4533,13803,42919
round_shots,585,245,113,131,270,125,193,67,60,8
