round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6300,31900,155300,789700,4021700
round_k,0,1,7,31,159,776,3948,20108
round_k,0,1,6,24,115,540,2586,13120,66962
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20500,93100,471700,2391700,12160500
round_k,0,1,5,23,102,465,2358,11958,60802
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,24100,115300,567500,2805500,14179300
round_k,0,1,6,26,120,576,2837,14027,70896
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,3900,17500,86500,439700,2217300,11314700
round_k,0,1,5,19,87,432,2198,11086,56573
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23500,115500,580500,2922900,14942100
round_k,0,1,5,24,117,577,2902,14614,74710
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,24100,115300,574300,2906100,14812300
round_k,0,1,6,25,120,576,2871,14530,74061
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,27500,135900,695900,3545300,18158300
round_k,0,1,6,30,137,679,3479,17726,90791
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23900,116100,587100,3000900,15309700
round_k,0,1,5,24,119,580,2935,15004,76548
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1300,5100,23500,113500,564500,2865500,14739100
round_k,0,1,6,25,117,567,2822,14327,73695
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24300,115900,582900,2952300,15062300
round_k,0,1,6,25,121,579,2914,14761,75311
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21100,101500,510300,2574500,13148700
round_k,0,1,5,23,105,507,2551,12872,65743
round_shots,500,100,100,100,100,100,100,100
round_queries,500,900,3700,17700,84700,426500,2151900,10952900
round_k,0,4,18,88,423,2132,10759,54764
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4700,22100,106300,531500,2692100,13780100
round_k,0,1,5,23,110,531,2657,13460,68900
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22700,108300,532100,2713100,13847500
round_k,0,1,5,25,113,541,2660,13565,69237
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,20900,103500,519900,2634100,13436100
round_k,0,1,5,24,104,517,2599,13170,67180
round_shots,300,100,100,100,100,100,100,100
round_queries,300,700,3500,16900,85100,425100,2171500,11108900
round_k,0,3,17,84,425,2125,10857,55544
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,25300,126100,633700,3206900,16419300
round_k,0,1,6,25,126,630,3168,16034,82096
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24100,117700,589500,3006700,15345700
round_k,0,1,6,26,120,588,2947,15033,76728
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22700,110700,550700,2795500,14189500
round_k,0,1,5,24,113,553,2753,13977,70947
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,24100,122300,623500,3153700,16068300
round_k,0,1,5,25,120,611,3117,15768,80341
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,22300,111300,559100,2837900,14457500
round_k,0,1,5,24,111,556,2795,14189,72287
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22500,110900,549900,2747500,14009300
round_k,0,1,5,24,112,554,2749,13737,70046
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24500,119700,606100,3062700,15657900
round_k,0,1,6,26,122,598,3030,15313,78289
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,7900,35900,180700,915900,4644500
round_k,0,1,8,39,179,903,4579,23222
round_shots,300,100,100,100,100,100,100,100
round_queries,300,700,3500,15500,73500,367700,1860100,9519500
round_k,0,3,17,77,367,1838,9300,47597
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1500,6700,33500,161900,821500,4152500
round_k,0,1,7,33,167,809,4107,20762
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,28900,145300,725500,3694100,18778900
round_k,0,1,6,31,144,726,3627,18470,93894
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,24500,119700,608100,3074300,15707700
round_k,0,1,5,24,122,598,3040,15371,78538
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,16300,79500,394900,1993100,10117900
round_k,0,4,18,81,397,1974,9965,50589
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6500,30100,149500,758500,3836300
round_k,0,1,6,32,150,747,3792,19181
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23300,114100,570700,2911300,14859500
round_k,0,1,6,25,116,570,2853,14556,74297
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22300,110700,553500,2810700,14291500
round_k,0,1,5,25,111,553,2767,14053,71457
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21700,92700,433300,1861500,8687900
round_k,0,1,5,24,108,463,2166,9307,43439
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,26900,133700,672100,3430700,17556500
round_k,0,1,7,30,134,668,3360,17153,87782
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,21900,108700,548700,2778500,14222100
round_k,0,1,6,25,109,543,2743,13892,71110
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,25100,124500,624500,3195500,16317100
round_k,0,1,5,25,125,622,3122,15977,81585
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23500,112700,566500,2885300,14770700
round_k,0,1,5,24,117,563,2832,14426,73853
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,5100,24700,124300,622100,3168300,16165500
round_k,0,1,5,25,123,621,3110,15841,80827
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,23500,117100,584300,2967100,15091900
round_k,0,1,6,24,117,585,2921,14835,75459
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6100,29100,141900,711700,3591300,18359700
round_k,0,1,7,30,145,709,3558,17956,91798
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4300,19100,93700,464300,2333900,11957500
round_k,0,1,5,21,95,468,2321,11669,59787
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21100,102700,521700,2618900,13432100
round_k,0,1,5,24,105,513,2608,13094,67160
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1500,5300,25900,126700,638700,3223100,16406100
round_k,0,1,7,26,129,633,3193,16115,82030
round_shots,400,100,100,100,100,100,100,100
round_queries,400,700,3500,14700,67100,333700,1691300,8657500
round_k,0,3,17,73,335,1668,8456,43287
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,21300,105300,534100,2738100,13998100
round_k,0,1,6,24,106,526,2670,13690,69990
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20900,99700,492500,2507900,12801700
round_k,0,1,5,23,104,498,2462,12539,64008
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23300,109900,552500,2819300,14299300
round_k,0,1,6,25,116,549,2762,14096,71496
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,17300,78900,392100,1999900,10205300
round_k,0,1,5,19,86,394,1960,9999,51026
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4500,18900,87700,410300,2084100,10641700
round_k,0,1,5,22,94,438,2051,10420,53208
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,25300,119900,533700,2463300,11982300
round_k,0,1,6,29,126,599,2668,12316,59911
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,24700,122100,610900,3074300,15686100
round_k,0,1,5,25,123,610,3054,15371,78430
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21300,103300,517500,2595300,13169500
round_k,0,1,5,24,106,516,2587,12976,65847
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,23700,119100,597700,3039900,15481900
round_k,0,1,5,25,118,595,2988,15199,77409
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,25100,125700,632500,3203500,16353700
round_k,0,1,6,26,125,628,3162,16017,81768
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22500,108700,545700,2785300,14109300
round_k,0,1,5,25,112,543,2728,13926,70546
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6500,29500,149100,744900,3783700,19256900
round_k,0,1,7,32,147,745,3724,18918,96284
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25100,125500,641700,3194900,16361300
round_k,0,1,6,26,125,627,3208,15974,81806
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21700,109700,555500,2825300,14443100
round_k,0,1,5,24,108,548,2777,14126,72215
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1500,6300,29900,146700,736700,4509700
round_k,0,1,7,31,149,733,3683,22548
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,20500,101900,511500,2574100,13109500
round_k,0,1,5,20,102,509,2557,12870,65547
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,24500,121300,602900,3054900,15600700
round_k,0,1,5,24,122,606,3014,15274,78003
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,28300,136500,689900,3492500,17900700
round_k,0,1,6,29,141,682,3449,17462,89503
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,19300,92100,458900,2343100,11956700
round_k,0,1,5,19,96,460,2294,11715,59783
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4700,19900,99900,499100,2541700,12907900
round_k,0,1,5,23,99,499,2495,12708,64539
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,26500,127700,633300,3186100,16247900
round_k,0,1,6,26,132,638,3166,15930,81239
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,7300,35700,170100,864700,4417500
round_k,0,1,8,36,178,850,4323,22087
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6500,31700,157900,787500,4011100
round_k,0,1,6,32,158,789,3937,20055
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22500,110500,561900,2859900,14612900
round_k,0,1,6,24,112,552,2809,14299,73064
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,16900,74100,368500,1839300,9389900
round_k,0,1,5,19,84,370,1842,9196,46949
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,22300,113100,565300,2856100,14483300
round_k,0,1,5,25,111,565,2826,14280,72416
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24700,125300,640500,3269300,16556700
round_k,0,1,6,25,123,626,3202,16346,82783
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,24900,122100,618500,3138500,15853300
round_k,0,1,6,25,124,610,3092,15692,79266
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,23300,110700,548700,2779300,14236300
round_k,0,1,6,24,116,553,2743,13896,71181
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,26900,134100,680500,3480500,17640300
round_k,0,1,6,30,134,670,3402,17402,88201
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6100,27300,133700,667900,3397100,17395500
round_k,0,1,7,30,136,668,3339,16985,86977
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23900,117900,594500,3016900,15304700
round_k,0,1,5,24,119,589,2972,15084,76523
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,21100,105700,526500,2676900,13650300
round_k,0,1,5,22,105,528,2632,13384,68251
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,24700,122300,611300,3121700,15880700
round_k,0,1,5,24,123,611,3056,15608,79403
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7700,36500,180300,951900,4835300
round_k,0,1,8,38,182,901,4759,24176
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,5300,23900,117500,598100,2993700,15035700
round_k,0,1,7,26,119,587,2990,14968,75178
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,20900,103300,514100,2619700,13236100
round_k,0,1,6,24,104,516,2570,13098,66180
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4700,21300,107100,542500,2748500,14067700
round_k,0,1,5,23,106,535,2712,13742,70338
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,25900,122500,608100,3079300,15717900
round_k,0,1,6,26,129,612,3040,15396,78589
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,28300,141500,716500,3639900,18450900
round_k,0,1,6,30,141,707,3582,18199,92254
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22300,109300,547300,2773100,14175100
round_k,0,1,5,24,111,546,2736,13865,70875
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,18100,86700,432300,2198900,11221700
round_k,0,1,5,19,90,433,2161,10994,56108
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18900,92300,459700,2350300,12009100
round_k,0,1,5,20,94,461,2298,11751,60045
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5300,25300,125500,629100,3201300,16346300
round_k,0,1,5,26,126,627,3145,16006,81731
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,27500,137300,691700,3531100,17947100
round_k,0,1,6,30,137,686,3458,17655,89735
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22300,108900,553100,2818700,14427300
round_k,0,1,5,24,111,544,2765,14093,72136
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4900,23900,116900,585900,2986300,15252300
round_k,0,1,5,24,119,584,2929,14931,76261
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24700,123300,618100,3124300,15964500
round_k,0,1,6,26,123,616,3090,15621,79822
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,18700,93100,467900,2384300,12173500
round_k,0,1,5,19,93,465,2339,11921,60867
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20700,98900,496500,2525500,12900900
round_k,0,1,5,23,103,494,2482,12627,64504
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6100,27900,137700,692700,3519900,17785700
round_k,0,1,7,30,139,688,3463,17599,88928
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18900,93900,463100,2289300,11596700
round_k,0,1,5,20,94,469,2315,11446,57983
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,17700,86500,429900,2184900,11154300
round_k,0,1,5,19,88,432,2149,10924,55771
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6500,31700,153300,765100,3739100,18606100
round_k,0,1,6,32,158,766,3825,18695,93030
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4900,22300,112700,563700,2864700,14495100
round_k,0,1,5,24,111,563,2818,14323,72475
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23500,115500,574300,2903700,14822900
round_k,0,1,5,24,117,577,2871,14518,74114
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,27900,135900,676500,3397300,17316100
round_k,0,1,6,30,139,679,3382,16986,86580
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22100,111100,563500,2873700,14731300
round_k,0,1,5,24,110,555,2817,14368,73656
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,23700,116100,579700,2954900,15002900
round_k,0,1,5,23,118,580,2898,14774,75014
round_shots,300,200,100,100,100,100,100,100
round_queries,300,600,1300,6500,30500,147700,752500,3842300
round_k,0,1,6,32,152,738,3762,19211
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25300,122500,611100,3121100,15975300
round_k,0,1,6,26,126,612,3055,15605,79876
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6500,31900,156900,776300,3883100
round_k,0,1,7,32,159,784,3881,19415
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1500,7100,29900,148700,757700,3853900
round_k,0,1,7,35,149,743,3788,19269
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,25700,128700,642500,3259300,16634100
round_k,0,1,6,25,128,643,3212,16296,83170
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,7100,31300,154900,758500,3745100,18906500
round_k,0,1,7,35,156,774,3792,18725,94532
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,27700,132300,668700,3406300,17374900
round_k,0,1,6,30,138,661,3343,17031,86874
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,7500,33300,159700,788100,4015500
round_k,0,1,7,37,166,798,3940,20077
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,23100,114300,570900,2909700,14852500
round_k,0,1,6,25,115,571,2854,14548,74262
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,17300,82900,414900,2112700,10782500
round_k,0,4,18,86,414,2074,10563,53912
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21700,107700,545700,2763700,14005300
round_k,0,1,5,23,108,538,2728,13818,70026
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,5100,23300,101100,491700,2480300,12694700
round_k,0,1,5,25,116,505,2458,12401,63473
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,18300,92100,462300,2341300,11940700
round_k,0,1,5,19,91,460,2311,11706,59703
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,6500,29500,149700,757500,3835300
round_k,0,1,8,32,147,748,3787,19176
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,20500,92900,451900,2268500,11616500
round_k,0,1,5,24,102,464,2259,11342,58082
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,5300,25900,129700,646100,3261500,16682700
round_k,0,1,7,26,129,648,3230,16307,83413
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1500,6100,27300,134700,676300,3414500,17455500
round_k,0,1,7,30,136,673,3381,17072,87277
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,27700,137300,683900,3659100,18595700
round_k,0,1,6,29,138,686,3419,18295,92978
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22900,115500,573100,2893700,14758700
round_k,0,1,6,24,114,577,2865,14468,73793
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,30500,148100,742100,3770300,19232500
round_k,0,1,6,30,152,740,3710,18851,96162
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22700,113300,577900,2960300,15140500
round_k,0,1,6,25,113,566,2889,14801,75702
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,8500,36700,178900,892100,4528500
round_k,0,1,8,42,183,894,4460,22642
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,28100,141300,715100,3614300,18442700
round_k,0,1,6,30,140,706,3575,18071,92213
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,28300,138100,703500,3570300,18205500
round_k,0,1,7,30,141,690,3517,17851,91027
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23500,115900,585700,2962500,15113300
round_k,0,1,6,25,117,579,2928,14812,75566
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20500,96900,480100,2428700,12432900
round_k,0,1,5,23,102,484,2400,12143,62164
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21500,100900,508700,2579300,13068100
round_k,0,1,5,23,107,504,2543,12896,65340
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,21900,110500,553100,2802100,14321900
round_k,0,1,5,25,109,552,2765,14010,71609
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,27300,132500,658900,3314700,16883300
round_k,0,1,6,30,136,662,3294,16573,84416
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,19900,95100,479100,2402700,12245300
round_k,0,1,5,22,99,475,2395,12013,61226
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,26900,132900,668900,3399300,17354700
round_k,0,1,6,29,134,664,3344,16996,86773
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,23300,112300,567300,2869700,14598700
round_k,0,1,6,26,116,561,2836,14348,72993
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5500,25700,129700,657900,3351100,17147100
round_k,0,1,6,27,128,648,3289,16755,85735
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,26900,130900,662900,3330100,17050500
round_k,0,1,6,29,134,654,3314,16650,85252
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4700,22500,106300,533700,2695100,13798100
round_k,0,1,6,23,112,531,2668,13475,68990
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,25100,121700,616100,3119700,15810700
round_k,0,1,6,25,125,608,3080,15598,79053
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1500,6500,31700,152300,766900,3906300
round_k,0,1,7,32,158,761,3834,19531
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,16500,80900,401300,2048300,10450700
round_k,0,4,18,82,404,2006,10241,52253
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,24500,122500,618500,3129500,15963100
round_k,0,1,6,26,122,612,3092,15647,79815
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,20700,102100,520900,2633500,13447700
round_k,0,1,5,24,103,510,2604,13167,67238
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,5900,25900,122500,618500,3119700,15905700
round_k,0,1,6,29,129,612,3092,15598,79528
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,24100,120700,601700,3065300,15711500
round_k,0,1,5,25,120,603,3008,15326,78557
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5900,26900,135300,676500,3435500,17574300
round_k,0,1,6,29,134,676,3382,17177,87871
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1500,6300,30100,153900,767300,3897100
round_k,0,1,7,31,150,769,3836,19485
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6300,27300,137300,679700,3450500,17656500
round_k,0,1,7,31,136,686,3398,17252,88282
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,19500,95500,470100,2381500,12141100
round_k,0,1,5,23,97,477,2350,11907,60705
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22500,113700,523900,2641300,13486700
round_k,0,1,5,24,112,568,2619,13206,67433
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1500,7500,35100,177700,895900,4555500
round_k,0,1,7,37,175,888,4479,22777
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23100,117700,584100,2951900,15046900
round_k,0,1,6,25,115,588,2920,14759,75234
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6300,31300,155300,782500,3976500
round_k,0,1,6,31,156,776,3912,19882
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,28700,141100,702300,3585100,18338300
round_k,0,1,7,30,143,705,3511,17925,91691
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18900,92100,456100,2316700,11792300
round_k,0,1,5,20,94,460,2280,11583,58961
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,22500,111100,561900,2840100,14379500
round_k,0,1,5,25,112,555,2809,14200,71897
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6500,31100,156300,786500,4004700
round_k,0,1,7,32,155,781,3932,20023
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,24300,122500,597700,3028500,14870500
round_k,0,1,6,26,121,612,2988,15142,74352
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21500,92300,439500,2048300,10387900
round_k,0,1,5,24,107,461,2197,10241,51939
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5300,22900,116300,566100,2780300,14089500
round_k,0,1,6,26,114,581,2830,13901,70447
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21100,103900,520700,2612900,13342700
round_k,0,1,5,23,105,519,2603,13064,66713
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,5300,25900,130300,660700,3362900,17218700
round_k,0,1,7,26,129,651,3303,16814,86093
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22300,109700,538300,2708100,13836100
round_k,0,1,5,25,111,548,2691,13540,69180
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,29100,140700,709300,3575100,18229300
round_k,0,1,6,31,145,703,3546,17875,91146
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,22500,109300,553700,2813300,14373700
round_k,0,1,5,23,112,546,2768,14066,71868
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,26300,133700,675500,3417300,17518700
round_k,0,1,6,26,131,668,3377,17086,87593
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,24900,121300,615100,3073900,15578700
round_k,0,1,6,26,124,606,3075,15369,77893
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,22100,111100,559100,2823300,14479500
round_k,0,1,5,23,110,555,2795,14116,72397
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,19100,91500,432100,2205500,11268900
round_k,0,1,5,22,95,457,2160,11027,56344
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22300,110300,559100,2809500,14388100
round_k,0,1,5,24,111,551,2795,14047,71940
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22100,111300,557100,2836100,14500900
round_k,0,1,6,24,110,556,2785,14180,72504
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,24300,114500,576900,2949300,15076100
round_k,0,1,5,25,121,572,2884,14746,75380
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1100,5300,23900,118300,598700,3630700
round_k,0,1,5,26,119,591,2993,18153
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4500,19900,99900,491900,2483100,13273900
round_k,0,1,5,22,99,499,2459,12415,66369
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,26100,120100,602700,3069500,15253900
round_k,0,1,7,30,130,600,3013,15347,76269
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24100,119100,580700,2961300,15176700
round_k,0,1,6,26,120,595,2903,14806,75883
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23900,119700,599900,3070500,15610100
round_k,0,1,6,25,119,598,2999,15352,78050
round_shots,200,100,100,100,100,100,100,100,100
