round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6300,31900,155300,789700,4021700
round_k,0,1,7,31,159,776,3948,20108
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5500,26100,129300,644900,3275700,16629300
round_k,0,1,6,27,130,646,3224,16378,83146
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,24700,123500,617900,3120100,15855500
round_k,0,1,6,25,123,617,3089,15600,79277
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,20700,104100,510300,2593100,13272700
round_k,0,1,6,24,103,520,2551,12965,66363
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21500,105300,514900,2612100,13372500
round_k,0,1,5,24,107,526,2574,13060,66862
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,24300,119300,599500,3051900,15635900
round_k,0,1,6,24,121,596,2997,15259,78179
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5300,25700,125500,628300,3167100,16208500
round_k,0,1,6,26,128,627,3141,15835,81042
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,22900,113700,572300,2932500,15015300
round_k,0,1,6,26,114,568,2861,14662,75076
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,7300,34500,169500,862900,4392500
round_k,0,1,7,36,172,847,4314,21962
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,22500,114700,573700,2906500,14867900
round_k,0,1,6,25,112,573,2868,14532,74339
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24300,116300,584500,2975700,15172300
round_k,0,1,6,26,121,581,2922,14878,75861
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,5100,23100,111500,570300,2896900,14790900
round_k,0,1,5,25,115,557,2851,14484,73954
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,24500,122300,607500,3095900,15676900
round_k,0,1,5,24,122,611,3037,15479,78384
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,17900,90900,456700,2328100,11927500
round_k,0,4,18,89,454,2283,11640,59637
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,29900,150900,760500,3869700
round_k,0,1,6,31,149,754,3802,19348
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20300,98500,504900,2494500,12783900
round_k,0,1,5,23,101,492,2524,12472,63919
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4300,19500,96100,481100,2558300,12934500
round_k,0,1,5,21,97,480,2405,12791,64672
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21500,104100,517700,3151900,16026100
round_k,0,1,5,24,107,520,2588,15759,80130
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,23500,113100,576100,2899300,14708700
round_k,0,1,5,25,117,565,2880,14496,73543
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5300,24300,121300,610500,3105700,15894500
round_k,0,1,6,26,121,606,3052,15528,79472
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,26300,126100,638100,3238300,16505500
round_k,0,1,6,26,131,630,3190,16191,82527
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1500,6300,29700,151300,755500,3855700
round_k,0,1,7,31,148,756,3777,19278
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23900,118500,603700,3052700,15608700
round_k,0,1,5,24,119,592,3018,15263,78043
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,19100,83100,408700,2058300,10534700
round_k,0,1,5,22,95,415,2043,10291,52673
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23900,116100,579900,2967500,15184700
round_k,0,1,6,25,119,580,2899,14837,75923
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,25100,123900,617300,3139500,16068500
round_k,0,1,6,25,125,619,3086,15697,80342
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4900,21700,96100,480900,2145900,10438500
round_k,0,1,5,24,108,480,2404,10729,52192
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,20700,98100,488700,2457900,12537700
round_k,0,1,5,24,103,490,2443,12289,62688
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,24100,117100,585900,2960100,15100900
round_k,0,1,5,25,120,585,2929,14800,75504
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22300,108900,533100,2709900,13858100
round_k,0,1,6,25,111,544,2665,13549,69290
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4900,23300,116700,588100,3005100,15390100
round_k,0,1,5,24,116,583,2940,15025,76950
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23900,116900,581100,2957300,15101900
round_k,0,1,5,24,119,584,2905,14786,75509
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,104900,515500,2614900,13363300
round_k,0,1,5,23,108,524,2577,13074,66816
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6300,31100,155500,795700,4061500
round_k,0,1,7,31,155,777,3978,20307
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,25500,128100,655300,3337300,17026700
round_k,0,1,6,25,127,640,3276,16686,85133
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5300,24500,116700,583100,2950700,15079300
round_k,0,1,5,26,122,583,2915,14753,75396
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24100,120300,609500,3106700,15766300
round_k,0,1,6,25,120,601,3047,15533,78831
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24100,117700,602300,3050700,15580700
round_k,0,1,6,25,120,588,3011,15253,77903
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4700,23500,113300,578300,2932500,15017500
round_k,0,1,6,23,117,566,2891,14662,75087
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23900,118500,592500,3013100,15447300
round_k,0,1,5,24,119,592,2962,15065,77236
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6700,31500,155900,778500,3984500
round_k,0,1,7,33,157,779,3892,19922
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,22900,110700,552700,2800500,14335900
round_k,0,1,5,23,114,553,2763,14002,71679
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,27900,137100,677300,3432300,17564900
round_k,0,1,6,30,139,685,3386,17161,87824
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20300,97300,487100,2478100,12632500
round_k,0,1,5,23,101,486,2435,12390,63162
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25900,123100,611100,3098100,15734500
round_k,0,1,6,26,129,615,3055,15490,78672
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,22300,109900,553100,2799900,14307100
round_k,0,1,6,24,111,549,2765,13999,71535
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24900,125900,636900,3214900,16351300
round_k,0,1,6,25,124,629,3184,16074,81756
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,17700,84300,427100,2143700,10858500
round_k,0,1,5,19,88,421,2135,10718,54292
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,7500,34700,175500,889300,4522300
round_k,0,1,7,37,173,877,4446,22611
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,24500,121700,612500,3087500,15793300
round_k,0,1,5,24,122,608,3062,15437,78966
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6300,30700,153700,783300,4009300
round_k,0,1,6,31,153,768,3916,20046
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,5100,23100,111900,572500,2909900,14853900
round_k,0,1,5,25,115,559,2862,14549,74269
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,28100,136100,684900,3465100,17746100
round_k,0,1,6,29,140,680,3424,17325,88730
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22300,109900,542100,2776700,14196900
round_k,0,1,6,25,111,549,2710,13883,70984
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,23900,117300,583700,2966500,15198300
round_k,0,1,6,24,119,586,2918,14832,75991
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,17700,85500,423700,2153100,11015100
round_k,0,1,5,19,88,427,2118,10765,55075
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7700,34700,172500,853300,4282100
round_k,0,1,8,38,173,862,4266,21410
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22700,111100,548500,2686100,13706100
round_k,0,1,5,25,113,555,2742,13430,68530
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,19500,96500,488500,2486700,12695500
round_k,0,1,5,23,97,482,2442,12433,63477
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,25500,122500,620100,3179100,16244700
round_k,0,1,6,30,127,612,3100,15895,81223
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,5900,26300,112700,535500,2735700,14005300
round_k,0,1,7,29,131,563,2677,13678,70026
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21500,106100,532700,2699500,13758500
round_k,0,1,5,23,107,530,2663,13497,68792
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6300,28500,139700,706900,3581100,18262900
round_k,0,1,7,31,142,698,3534,17905,91314
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,24500,120700,604900,3055500,15587700
round_k,0,1,5,25,122,603,3024,15277,77938
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,21100,107100,538500,2745900,13903300
round_k,0,1,6,24,105,535,2692,13729,69516
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,23100,114300,575100,2907700,14879500
round_k,0,1,6,24,115,571,2875,14538,74397
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22700,109900,546900,2784500,14198100
round_k,0,1,5,24,113,549,2734,13922,70990
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6500,31500,158100,806900,4088700
round_k,0,1,7,32,157,790,4034,20443
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23500,115500,573500,2914700,14917100
round_k,0,1,6,25,117,577,2867,14573,74585
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,29100,140100,706700,3584100,18314300
round_k,0,1,6,30,145,700,3533,17920,91571
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1100,4700,23500,114900,582300,2931500,15015500
round_k,0,1,5,23,117,574,2911,14657,75077
round_shots,300,200,100,100,100,100,100,100,100
round_queries,300,600,1500,6100,26900,135100,688100,3497900,17930300
round_k,0,1,7,30,134,675,3440,17489,89651
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,16300,79500,400300,2032300,10325700
round_k,0,1,5,19,81,397,2001,10161,51628
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,18300,89300,448900,2279500,11643700
round_k,0,4,18,91,446,2244,11397,58218
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,26900,131700,656300,3324300,17006700
round_k,0,1,7,30,134,658,3281,16621,85033
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23100,115500,582900,2959500,15107700
round_k,0,1,5,24,115,577,2914,14797,75538
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21700,108100,535900,2620300,13280300
round_k,0,1,5,23,108,540,2679,13101,66401
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24700,123900,623500,3151500,16115300
round_k,0,1,6,25,123,619,3117,15757,80576
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4700,20300,95500,472700,2391700,12064900
round_k,0,1,6,23,101,477,2363,11958,60324
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,20700,100300,506900,2552500,13007900
round_k,0,1,6,24,103,501,2534,12762,65039
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6300,31700,156300,791900,4019500
round_k,0,1,7,31,158,781,3959,20097
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20300,91100,457100,2326500,11883300
round_k,0,1,5,23,101,455,2285,11632,59416
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,24500,120100,594500,3040900,15543300
round_k,0,1,6,24,122,600,2972,15204,77716
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,23300,115100,569900,2863100,14641100
round_k,0,1,5,25,116,575,2849,14315,73205
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,21900,107300,541900,2750900,14078700
round_k,0,1,6,24,109,536,2709,13754,70393
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22100,104300,532900,2696100,13798300
round_k,0,1,5,24,110,521,2664,13480,68991
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,23500,114300,571100,2894700,14763300
round_k,0,1,6,24,117,571,2855,14473,73816
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,24300,119300,599300,3046300,15600300
round_k,0,1,5,25,121,596,2996,15231,78001
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4500,19100,92100,459500,2348900,11974500
round_k,0,1,5,22,95,460,2297,11744,59872
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,27300,135700,683300,3454500,17604900
round_k,0,1,6,29,136,678,3416,17272,88024
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,22100,110900,552900,2808900,14323900
round_k,0,1,5,24,110,554,2764,14044,71619
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4700,21500,107700,539500,2718500,13867700
round_k,0,1,6,23,107,538,2697,13592,69338
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22500,109300,550500,2755100,14084500
round_k,0,1,6,25,112,546,2752,13775,70422
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21500,102700,512500,2600900,13309100
round_k,0,1,5,24,107,513,2562,13004,66545
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,25100,123700,616900,3133100,16055500
round_k,0,1,5,25,125,618,3084,15665,80277
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23900,116300,570500,2820700,14365100
round_k,0,1,6,25,119,581,2852,14103,71825
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,3900,16500,95900,482500,2433100,12407300
round_k,0,1,5,19,82,479,2412,12165,62036
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21900,106900,568700,2885900,14666300
round_k,0,1,5,24,109,534,2843,14429,73331
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6500,31300,158700,796900,4043300
round_k,0,1,6,32,156,793,3984,20216
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3100,14300,68100,334700,1710500,8751500
round_k,0,4,15,71,340,1673,8552,43757
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1500,7500,35100,167500,828900,4236100
round_k,0,1,7,37,175,837,4144,21180
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20100,100100,496500,2519300,12820900
round_k,0,1,5,23,100,500,2482,12596,64104
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23700,120100,613900,3128500,15890100
round_k,0,1,5,24,118,600,3069,15642,79450
round_shots,300,200,100,100,100,100,100,100,100
round_queries,300,600,1300,5300,24100,119700,601500,3038900,15396100
round_k,0,1,6,26,120,598,3007,15194,76980
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22900,111700,561300,2841100,14490300
round_k,0,1,6,24,114,558,2806,14205,72451
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,3900,17300,87100,433700,2202500,11183900
round_k,0,1,5,19,86,435,2168,11012,55919
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6300,28900,140500,709700,3617500,18350700
round_k,0,1,7,31,144,702,3548,18087,91753
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,24300,121300,602100,3056900,15635900
round_k,0,1,6,26,121,606,3010,15284,78179
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5500,24900,123300,615900,3145300,16034900
round_k,0,1,6,27,124,616,3079,15726,80174
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,19900,100500,505900,2550900,13056100
round_k,0,1,5,19,99,502,2529,12754,65280
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21700,103100,511700,2602700,13308700
round_k,0,1,5,24,108,515,2558,13013,66543
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,5100,23500,115100,570700,2887700,14745700
round_k,0,1,6,25,117,575,2853,14438,73728
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,20700,102900,524100,2657900,13538500
round_k,0,1,6,24,103,514,2620,13289,67692
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5100,24700,121300,598300,3020100,15423700
round_k,0,1,6,25,123,606,2991,15100,77118
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,23700,119100,607100,3070900,15687500
round_k,0,1,5,23,118,595,3035,15354,78437
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,23300,116100,579500,2925700,14957300
round_k,0,1,5,25,116,580,2897,14628,74786
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,22900,114300,568900,2848500,15227700
round_k,0,1,6,26,114,571,2844,14242,76138
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,29700,145100,737700,3723500,18694900
round_k,0,1,6,30,148,725,3688,18617,93474
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6500,30700,149700,748900,3813500,19442700
round_k,0,1,7,32,153,748,3744,19067,97213
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,28300,141100,699100,3504700,17887100
round_k,0,1,6,29,141,705,3495,17523,89435
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,8500,38700,192700,966300,4910700
round_k,0,1,8,42,193,963,4831,24553
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,19100,91300,458100,2247100,11195100
round_k,0,1,5,19,95,456,2290,11235,55975
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6700,29700,147500,744100,3776900,19239100
round_k,0,1,7,33,148,737,3720,18884,96195
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,26900,130900,654500,3316900,16979100
round_k,0,1,6,30,134,654,3272,16584,84895
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,6300,28700,144300,725100,3688900,18817900
round_k,0,1,6,31,143,721,3625,18444,94089
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6500,31500,157900,791500,4035500
round_k,0,1,6,32,157,789,3957,20177
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,29300,142700,722300,3660100,18706700
round_k,0,1,6,30,146,713,3611,18300,93533
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25100,122300,610500,3125100,15946500
round_k,0,1,6,26,125,611,3052,15625,79732
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23100,111900,560900,2837700,14468300
round_k,0,1,5,24,115,559,2804,14188,72341
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23700,117100,593100,3039100,15481500
round_k,0,1,5,24,118,585,2965,15195,77407
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5500,26500,127500,643100,3270300,16702900
round_k,0,1,5,27,132,637,3215,16351,83514
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21700,105500,515900,2634100,13443900
round_k,0,1,5,23,108,527,2579,13170,67219
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5900,28500,137700,679700,3379300,17230300
round_k,0,1,6,29,142,688,3398,16896,86151
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,20700,97900,492700,2504100,12804900
round_k,0,1,5,22,103,489,2463,12520,64024
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,25300,122700,604900,2947900,14997300
round_k,0,1,6,25,126,613,3024,14739,74986
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,900,3700,15700,72700,352500,1786300,9150700
round_k,0,1,4,18,78,363,1762,8931,45753
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,20900,101300,506100,2563100,13110500
round_k,0,1,5,24,104,506,2530,12815,65552
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,23500,113700,563900,2834700,14432700
round_k,0,1,5,25,117,568,2819,14173,72163
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,23700,116900,581900,2953500,15033700
round_k,0,1,6,24,118,584,2909,14767,75168
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,23500,115700,583700,2964700,15162900
round_k,0,1,6,25,117,578,2918,14823,75814
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,21500,107300,529700,2702900,13765900
round_k,0,1,6,24,107,536,2648,13514,68829
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,22300,111900,560300,2846300,14581500
round_k,0,1,6,26,111,559,2801,14231,72907
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5900,26900,130900,664700,3345700,17062700
round_k,0,1,6,29,134,654,3323,16728,85313
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23500,117100,586900,2980300,15249500
round_k,0,1,6,25,117,585,2934,14901,76247
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,22700,111900,563300,2851100,14496100
round_k,0,1,6,25,113,559,2816,14255,72480
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,25300,125500,629300,3191300,17048700
round_k,0,1,5,25,126,627,3146,15956,85243
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6100,29300,145500,739300,3753700,19046300
round_k,0,1,7,30,146,727,3696,18768,95231
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22300,111700,561100,2858100,14512900
round_k,0,1,6,24,111,558,2805,14290,72564
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,104700,517900,2546700,12964300
round_k,0,1,5,23,108,523,2589,12733,64821
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,21700,105500,494300,2510300,12764700
round_k,0,1,6,24,108,527,2471,12551,63823
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23900,113500,556700,2819700,14339100
round_k,0,1,5,24,119,567,2783,14098,71695
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,24300,118500,592900,3042100,15500700
round_k,0,1,5,24,121,592,2964,15210,77503
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23700,119500,602700,3053300,15586100
round_k,0,1,6,25,118,597,3013,15266,77930
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3900,18300,93100,465100,2342300,11938100
round_k,0,4,19,91,465,2325,11711,59690
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,26100,129300,644900,3257900,16641700
round_k,0,1,6,26,130,646,3224,16289,83208
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4700,20900,104100,531900,2699100,13707700
round_k,0,1,6,23,104,520,2659,13495,68538
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22900,111100,564300,2866700,14582100
round_k,0,1,6,24,114,555,2821,14333,72910
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23300,101100,468100,2341300,11912500
round_k,0,1,5,24,116,505,2340,11706,59562
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,28300,137700,692900,3507500,17885500
round_k,0,1,7,30,141,688,3464,17537,89427
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,28900,139100,710100,3599300,18371500
round_k,0,1,6,30,144,695,3550,17996,91857
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,26700,128700,616500,3136100,16076300
round_k,0,1,6,30,133,643,3082,15680,80381
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,20700,103300,514700,2604900,13233300
round_k,0,1,5,24,103,516,2573,13024,66166
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,6100,26900,125300,614500,3113500,15736500
round_k,0,1,6,30,134,626,3072,15567,78682
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,30100,146900,731100,3694700,18875100
round_k,0,1,6,30,150,734,3655,18473,94375
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,500,1500,6100,28900,142100,717900,3642300,18609900
round_k,0,2,7,30,144,710,3589,18211,93049
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,5100,23900,116300,582500,2980300,15243900
round_k,0,1,6,25,119,581,2912,14901,76219
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,26300,118700,588900,2983900,15971700
round_k,0,1,6,29,131,593,2944,14919,79858
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,17300,84500,424900,2153300,11011100
round_k,0,1,5,19,86,422,2124,10766,55055
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23500,117300,596100,3048100,15532900
round_k,0,1,5,24,117,586,2980,15240,77664
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,5300,25700,123900,612500,3131300,15959300
round_k,0,1,6,26,128,619,3062,15656,79796
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,28900,139100,700100,3534700,18059100
round_k,0,1,6,30,144,695,3500,17673,90295
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,29900,145500,728900,3675100,18710900
round_k,0,1,6,30,149,727,3644,18375,93554
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3500,15700,68100,321500,1634700,8364300
round_k,0,4,17,78,340,1607,8173,41821
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18700,91700,461300,2357700,12038900
round_k,0,1,5,20,93,458,2306,11788,60194
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4700,21900,99100,490500,2482700,12601700
round_k,0,1,6,23,109,495,2452,12413,63008
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21100,103300,514700,2617900,13349100
round_k,0,1,5,23,105,516,2573,13089,66745
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,8500,40100,202100,1027300,5152100
round_k,0,1,8,42,200,1010,5136,25760
