round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6700,31900,159500,811900,4160700
round_k,0,1,6,33,159,797,4059,20803
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7300,36900,185100,939100,4780500
round_k,0,1,8,36,184,925,4695,23902
round_k,0,1,9,37,176,880,5314,27158
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,10700,49500,243900,1240300,6379300
round_k,0,1,3,13,53,247,1219,6201,31896
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12700,63500,315900,1606300,8178300
round_k,0,1,3,14,63,317,1579,8031,40891
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13900,69500,350300,1786300,9186900
round_k,0,1,4,15,69,347,1751,8931,45934
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,14100,71100,363100,1853900,9528900
round_k,0,1,3,14,70,355,1815,9269,47644
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14700,72700,365300,1863900,9501900
round_k,0,1,3,15,73,363,1826,9319,47509
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,700,3300,15700,76100,388700,1992500
round_k,0,1,3,16,78,380,1943,9962
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,61900,293900,1477500,7504700
round_k,0,1,3,13,63,309,1469,7387,37523
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,62500,316900,1614100,8293100
round_k,0,1,3,13,63,312,1584,8070,41465
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13500,63300,314500,1602700,8201300
round_k,0,1,3,14,67,316,1572,8013,41006
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,2100,9700,47500,235900,1211700,6201300
round_k,0,1,10,48,237,1179,6058,31006
round_shots,100,100,200,100,100,100,100,100
round_queries,100,300,1400,3700,18500,92500,457100,2344900
round_k,0,1,3,18,92,462,2285,11724
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11700,57300,274300,1401700,7218500
round_k,0,1,3,13,58,286,1371,7008,36092
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14500,69500,349100,1769700,9091300
round_k,0,1,3,15,72,347,1745,8848,45456
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,60500,307300,1563100,8032300
round_k,0,1,3,13,62,302,1536,7815,40161
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12300,58100,289300,1458300,7461500
round_k,0,1,3,12,61,290,1446,7291,37307
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,50500,254100,1296700,6624900
round_k,0,1,3,12,52,252,1270,6483,33124
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11100,53100,268900,1369500,6990700
round_k,0,1,3,13,55,265,1344,6847,34953
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,3300,15100,73500,371300,1894700,9732300
round_k,0,1,3,16,75,367,1856,9473,48661
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10300,50100,255700,1301500,6640100
round_k,0,1,10,51,250,1278,6507,33200
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,14300,70500,354300,1789700,9176700
round_k,0,1,3,14,71,352,1771,8948,45883
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12100,59500,297100,1505700,7730900
round_k,0,1,3,12,60,297,1485,7528,38654
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,25500,127700,652300,3314300
round_k,0,1,5,27,127,638,3261,16571
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10300,49300,252300,1280700,6574100
round_k,0,1,3,12,51,246,1261,6403,32870
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,64500,325700,1675900,8615700
round_k,0,1,3,13,65,322,1628,8379,43078
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,15300,74500,378900,1933500
round_k,0,1,4,15,76,372,1894,9667
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15300,77300,467700,2859900
round_k,0,1,3,15,76,386,2338,14299
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14700,73500,365100,1839500,9420300
round_k,0,1,3,15,73,367,1825,9197,47101
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2300,10300,49700,248500,1256500,6440500
round_k,0,2,11,51,248,1242,6282,32202
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7900,40100,198900,986100,5064700
round_k,0,1,9,39,200,994,4930,25323
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12300,62100,305700,1550100,7875300
round_k,0,1,3,12,61,310,1528,7750,39376
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,61900,316500,1602700,8264300
round_k,0,1,3,13,65,309,1582,8013,41321
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,12500,63300,319700,1614700,8248100
round_k,0,1,3,12,62,316,1598,8073,41240
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11300,53700,273700,1394900,7153100
round_k,0,1,3,13,56,268,1368,6974,35765
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,12100,59900,303300,1550500,7960900
round_k,0,1,4,14,60,299,1516,7752,39804
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,13100,62500,313300,1601900,8227900
round_k,0,1,3,13,65,312,1566,8009,41139
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11500,54100,271900,1369300,6971700
round_k,0,1,3,13,57,270,1359,6846,34858
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,62700,311500,1593500,8200700
round_k,0,1,3,13,63,313,1557,7967,41003
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,14700,73300,370300,1887900,9631300
round_k,0,1,4,15,73,366,1851,9439,48156
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12100,57700,291900,1483500,7610300
round_k,0,1,3,12,60,288,1459,7417,38051
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10900,50300,259100,1323500,6826100
round_k,0,1,3,12,54,251,1295,6617,34130
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11700,55300,282700,1357100,6814700
round_k,0,1,3,12,58,276,1413,6785,34073
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2700,12100,60300,292500,1464100,7497500
round_k,0,1,4,13,60,301,1462,7320,37487
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10100,48100,228100,1161700,5933100
round_k,0,1,3,12,50,240,1140,5808,29665
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10300,51100,257100,1313100,6739900
round_k,0,1,3,12,51,255,1285,6565,33699
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6500,30500,154100,770700,3927300
round_k,0,1,6,32,152,770,3853,19636
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13300,64700,323700,1646100,8454900
round_k,0,1,4,15,66,323,1618,8230,42274
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12100,60500,305500,1513100,7735300
round_k,0,1,3,13,60,302,1527,7565,38676
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12100,57300,271300,1381500,7049700
round_k,0,1,3,12,60,286,1356,6907,35248
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,62500,304300,1546500,7972700
round_k,0,1,3,13,63,312,1521,7732,39863
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,49900,248100,1259300,6469300
round_k,0,1,3,12,52,249,1240,6296,32346
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,12100,57700,284700,1430700,7349300
round_k,0,1,3,14,60,288,1423,7153,36746
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2700,12100,57700,287500,1460900,7525500
round_k,0,1,3,13,60,288,1437,7304,37627
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12500,60700,299700,1523100,7813500
round_k,0,1,3,13,62,303,1498,7615,39067
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2100,9500,47100,234300,1191900,6119100
round_k,0,1,3,10,47,235,1171,5959,30595
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14700,73100,371900,1878700,9579500
round_k,0,1,3,15,73,365,1859,9393,47897
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12100,59700,303900,1486100,7558300
round_k,0,1,3,14,60,298,1519,7430,37791
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12500,57900,298100,1508700,7759100
round_k,0,1,3,14,62,289,1490,7543,38795
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11700,55700,280500,1425100,7327500
round_k,0,1,3,13,58,278,1402,7125,36637
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12700,61700,308700,1540100,7884300
round_k,0,1,3,14,63,308,1543,7700,39421
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,59900,299100,1521700,7765300
round_k,0,1,3,13,62,299,1495,7608,38826
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,58900,295100,1491700,7619500
round_k,0,1,3,13,62,294,1475,7458,38097
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,62100,305100,1560900,7999900
round_k,0,1,3,13,62,310,1525,7804,39999
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15100,73500,366300,1868100,9565900
round_k,0,1,3,15,75,367,1831,9340,47829
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2100,9300,44900,220900,1115300,5725500
round_k,0,1,3,10,46,224,1104,5576,28627
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,12700,64900,328300,1673300,8564100
round_k,0,1,3,15,63,324,1641,8366,42820
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10300,49100,242700,1234500,6303500
round_k,0,1,3,12,51,245,1213,6172,31517
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,2100,9500,48100,229500,1174900,5999500
round_k,0,1,10,47,240,1147,5874,29997
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,61100,310300,1574500,8040300
round_k,0,1,3,13,63,305,1551,7872,40201
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13500,65500,334100,1714300,8810500
round_k,0,1,3,14,67,327,1670,8571,44052
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,66500,335900,1714300,8823300
round_k,0,1,3,13,65,332,1679,8571,44116
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,2700,10700,51100,259300,1330300,6831100
round_k,0,1,4,13,53,255,1296,6651,34155
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7500,36100,177100,893700,4573500
round_k,0,1,9,37,180,885,4468,22867
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,59500,302700,1497900,7648500
round_k,0,1,3,13,61,297,1513,7489,38242
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,63100,309500,1576300,8090500
round_k,0,1,3,13,65,315,1547,7881,40452
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8900,42300,212700,1062300,5427700
round_k,0,1,9,44,211,1063,5311,27138
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14900,71700,364500,1845300,9343900
round_k,0,1,3,15,74,358,1822,9226,46719
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11100,53900,275900,1395500,7182700
round_k,0,1,3,13,55,269,1379,6977,35913
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,13700,65900,342900,1730500,8895500
round_k,0,1,3,14,68,329,1714,8652,44477
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,12700,63500,319900,1634500,8390700
round_k,0,1,3,15,63,317,1599,8172,41953
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,10700,48900,236300,1211500,5922300
round_k,0,1,3,13,53,244,1181,6057,29611
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12100,59300,295500,1502100,7686500
round_k,0,1,3,13,60,296,1477,7510,38432
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,700,3100,15700,77100,385900,1965500
round_k,0,1,3,15,78,385,1929,9827
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,13300,63300,314100,1603100,8241100
round_k,0,1,3,14,66,316,1570,8015,41205
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2100,9300,44700,224300,1131900,5803100
round_k,0,2,10,46,223,1121,5659,29015
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2100,8300,39900,202700,1028900,5248500
round_k,0,2,10,41,199,1013,5144,26242
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,2900,11900,60900,308300,1564900,8008300
round_k,0,1,4,14,59,304,1541,7824,40041
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,3100,13900,68300,341300,1734700,8885300
round_k,0,1,3,15,69,341,1706,8673,44426
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13500,67500,339500,1730700,8861900
round_k,0,1,3,15,67,337,1697,8653,44309
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12300,59900,299300,1460500,7464500
round_k,0,1,3,12,61,299,1496,7302,37322
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,15900,78300,392900,1998500
round_k,0,1,4,17,79,391,1964,9992
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12300,56700,286900,1453500,7426500
round_k,0,1,3,12,61,283,1434,7267,37132
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13500,67900,340700,1741900,8945500
round_k,0,1,3,15,67,339,1703,8709,44727
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3500,15700,79500,402100,2054700
round_k,0,1,3,17,78,397,2010,10273
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2100,9900,46500,230500,1164500,5976100
round_k,0,1,10,49,232,1152,5822,29880
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11900,56500,285700,1460300,7493300
round_k,0,1,3,12,59,282,1428,7301,37466
round_shots,100,200,100,100,100,100,100,100,100
